project_project_id,cases_case_id,cases_submitter_id,samples_sample_id,samples_submitter_id,portions_portion_id,portions_submitter_id,analytes_analyte_id,analytes_submitter_id,aliquots_aliquot_id,aliquots_aliquot_quantity,aliquots_aliquot_volume,aliquots_amount,aliquots_analyte_type,aliquots_analyte_type_id,aliquots_concentration,aliquots_no_matched_normal_low_pass_wgs,aliquots_no_matched_normal_targeted_sequencing,aliquots_no_matched_normal_wgs,aliquots_no_matched_normal_wxs,aliquots_selected_normal_low_pass_wgs,aliquots_selected_normal_targeted_sequencing,aliquots_selected_normal_wgs,aliquots_selected_normal_wxs,aliquots_source_center,aliquots_state,aliquots_submitter_id
TCGA-SKCM,a5930bc2-d0e4-454f-b60d-5dd1148d4669,TCGA-IH-A3EA,f4308178-4987-42a1-b41b-1aa8cc7a78d9,TCGA-IH-A3EA-01A,ba6f8fa2-977a-479e-a7b7-e0530a292ea6,TCGA-IH-A3EA-01A-11,9f9b786d-1773-497c-bbb9-b6166c8e8bf9,TCGA-IH-A3EA-01A-11D,dc37fbb5-d0f6-488d-9aed-4744529df1f2,1.95,13.0,,,,0.15,,,,,,,,,23,released,TCGA-IH-A3EA-01A-11D-A211-05
TCGA-SKCM,a5930bc2-d0e4-454f-b60d-5dd1148d4669,TCGA-IH-A3EA,f4308178-4987-42a1-b41b-1aa8cc7a78d9,TCGA-IH-A3EA-01A,ba6f8fa2-977a-479e-a7b7-e0530a292ea6,TCGA-IH-A3EA-01A-11,dbc89384-2287-4385-a821-0f93bf67db34,TCGA-IH-A3EA-01A-11W,3f3849a5-d68a-4195-a78c-bd6c49c86721,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-IH-A3EA-01A-11W-A21G-08
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,cdd83868-f59a-4d46-bafd-c32972b0cdc7,TCGA-EE-A29G-10A,40284d70-a3f2-43f1-bcdc-e90a8e5e7f46,TCGA-EE-A29G-10A-01,394e803d-bf61-47b3-ab39-4aeafc98d7d6,TCGA-EE-A29G-10A-01D,97c63205-3e9f-427c-8be7-b500e0090f7d,1.21,13.4,,,,0.09,,,,,,,,,23,released,TCGA-EE-A29G-10A-01D-A38Q-08
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,cdd83868-f59a-4d46-bafd-c32972b0cdc7,TCGA-EE-A29G-10A,40284d70-a3f2-43f1-bcdc-e90a8e5e7f46,TCGA-EE-A29G-10A-01,394e803d-bf61-47b3-ab39-4aeafc98d7d6,TCGA-EE-A29G-10A-01D,bbc8bde2-0618-4689-aca2-e0ad68e320e0,1.14,6.7,,,,0.17,,,,,,,,,23,released,TCGA-EE-A29G-10A-01D-A195-01
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,cdd83868-f59a-4d46-bafd-c32972b0cdc7,TCGA-EE-A29G-10A,40284d70-a3f2-43f1-bcdc-e90a8e5e7f46,TCGA-EE-A29G-10A-01,394e803d-bf61-47b3-ab39-4aeafc98d7d6,TCGA-EE-A29G-10A-01D,f5d61950-4308-41f8-839c-a15eca00c357,2.0,50.0,,,,0.04,false,false,false,false,false,false,false,false,23,released,TCGA-EE-A29G-10A-01D-A95A-36
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,cdd83868-f59a-4d46-bafd-c32972b0cdc7,TCGA-EE-A29G-10A,40284d70-a3f2-43f1-bcdc-e90a8e5e7f46,TCGA-EE-A29G-10A-01,85ec4f3e-c5d9-4523-8812-3179eae7a733,TCGA-EE-A29G-10A-01W,2c5ade8f-bef9-4ae3-bae4-9a5911fa524f,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-EE-A29G-10A-01W-A20I-08
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,1bbef533-eb97-492c-a674-ac5c8b8ac7f2,TCGA-ER-A19Q-06A,8d1a6f64-1ff6-40ad-b234-037528d3e185,TCGA-ER-A19Q-06A-11,78ade276-b762-49c7-b50e-bb82f36fabd2,TCGA-ER-A19Q-06A-11D,4cda923b-2193-4654-9525-468cddd89e62,1.7,10.0,,,,0.17,,,,,,,,,23,released,TCGA-ER-A19Q-06A-11D-A18Y-02
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,bcdaacce-d122-4b0b-a069-249ef6583a3b,TCGA-EE-A29G-06A,617ca40b-9810-4bff-908b-8421e49af455,TCGA-EE-A29G-06A-12,5c841034-5a84-4fd5-b20d-14aa7424f0ed,TCGA-EE-A29G-06A-12W,c9ecaffa-15b3-4fef-a4cf-81fa749720fa,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-EE-A29G-06A-12W-A20G-08
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,bcdaacce-d122-4b0b-a069-249ef6583a3b,TCGA-EE-A29G-06A,617ca40b-9810-4bff-908b-8421e49af455,TCGA-EE-A29G-06A-12,95176ed9-03c7-42c6-bec3-e53c7c0d3e12,TCGA-EE-A29G-06A-12D,29c0b896-9a42-434d-bae9-c693e4731948,2.0,50.0,,,,0.04,false,false,false,false,false,false,false,false,23,released,TCGA-EE-A29G-06A-12D-A95A-36
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,bcdaacce-d122-4b0b-a069-249ef6583a3b,TCGA-EE-A29G-06A,617ca40b-9810-4bff-908b-8421e49af455,TCGA-EE-A29G-06A-12,95176ed9-03c7-42c6-bec3-e53c7c0d3e12,TCGA-EE-A29G-06A-12D,33a32b80-932d-417c-acd9-5ff0ca9e1dc5,2.21,13.0,,,,0.17,,,,,,,,,23,released,TCGA-EE-A29G-06A-12D-A19B-05
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,bcdaacce-d122-4b0b-a069-249ef6583a3b,TCGA-EE-A29G-06A,617ca40b-9810-4bff-908b-8421e49af455,TCGA-EE-A29G-06A-12,95176ed9-03c7-42c6-bec3-e53c7c0d3e12,TCGA-EE-A29G-06A-12D,4ae2b514-0314-4be1-ae3b-38cb85eb04f9,1.07,13.4,,,,0.08,,,,,,,,,23,released,TCGA-EE-A29G-06A-12D-A38Q-08
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,bcdaacce-d122-4b0b-a069-249ef6583a3b,TCGA-EE-A29G-06A,617ca40b-9810-4bff-908b-8421e49af455,TCGA-EE-A29G-06A-12,95176ed9-03c7-42c6-bec3-e53c7c0d3e12,TCGA-EE-A29G-06A-12D,4e9f07ec-7d32-4911-b6f8-d33f2f5b07dd,3.2,40.0,,,,0.08,,,,,,,,,23,released,TCGA-EE-A29G-06A-12D-A196-08
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,bcdaacce-d122-4b0b-a069-249ef6583a3b,TCGA-EE-A29G-06A,617ca40b-9810-4bff-908b-8421e49af455,TCGA-EE-A29G-06A-12,95176ed9-03c7-42c6-bec3-e53c7c0d3e12,TCGA-EE-A29G-06A-12D,88b854e0-833f-43d6-8b94-9e4f6e60a7af,1.14,6.7,,,,0.17,,,,,,,,,23,released,TCGA-EE-A29G-06A-12D-A194-01
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,bcdaacce-d122-4b0b-a069-249ef6583a3b,TCGA-EE-A29G-06A,617ca40b-9810-4bff-908b-8421e49af455,TCGA-EE-A29G-06A-12,e9389a26-4479-44f7-b4ff-6e7cd696ed41,TCGA-EE-A29G-06A-12R,33644fb6-457a-4d9f-8f4a-07c66d26da71,3.6,20.0,,,,0.18,,,,,,,,,23,released,TCGA-EE-A29G-06A-12R-A18W-13
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,bcdaacce-d122-4b0b-a069-249ef6583a3b,TCGA-EE-A29G-06A,617ca40b-9810-4bff-908b-8421e49af455,TCGA-EE-A29G-06A-12,e9389a26-4479-44f7-b4ff-6e7cd696ed41,TCGA-EE-A29G-06A-12R,4806a9ce-6f74-4e66-a45f-1ff7bbe39aea,2.34,13.0,,,,0.18,,,,,,,,,23,released,TCGA-EE-A29G-06A-12R-A18T-07
TCGA-SKCM,8ee500d6-c7b3-46e9-86d0-933695934707,TCGA-EE-A29G,cdd83868-f59a-4d46-bafd-c32972b0cdc7,TCGA-EE-A29G-10A,40284d70-a3f2-43f1-bcdc-e90a8e5e7f46,TCGA-EE-A29G-10A-01,394e803d-bf61-47b3-ab39-4aeafc98d7d6,TCGA-EE-A29G-10A-01D,690d6c02-e369-4216-9557-5cf4d697ebb0,3.6,40.0,,,,0.09,,,,,,,,,23,released,TCGA-EE-A29G-10A-01D-A198-08
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,1bbef533-eb97-492c-a674-ac5c8b8ac7f2,TCGA-ER-A19Q-06A,8d1a6f64-1ff6-40ad-b234-037528d3e185,TCGA-ER-A19Q-06A-11,78ade276-b762-49c7-b50e-bb82f36fabd2,TCGA-ER-A19Q-06A-11D,60906421-eead-4324-8f52-47d391bd4894,3.2,40.0,,,,0.08,,,,,,,,,23,released,TCGA-ER-A19Q-06A-11D-A197-08
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,1bbef533-eb97-492c-a674-ac5c8b8ac7f2,TCGA-ER-A19Q-06A,8d1a6f64-1ff6-40ad-b234-037528d3e185,TCGA-ER-A19Q-06A-11,78ade276-b762-49c7-b50e-bb82f36fabd2,TCGA-ER-A19Q-06A-11D,a2d796eb-0499-4e28-bd42-5d55fd8c21aa,1.14,6.7,,,,0.17,,,,,,,,,23,released,TCGA-ER-A19Q-06A-11D-A191-01
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,1bbef533-eb97-492c-a674-ac5c8b8ac7f2,TCGA-ER-A19Q-06A,8d1a6f64-1ff6-40ad-b234-037528d3e185,TCGA-ER-A19Q-06A-11,78ade276-b762-49c7-b50e-bb82f36fabd2,TCGA-ER-A19Q-06A-11D,d26d1db0-2716-4ea7-b53c-ac981e9b4230,2.21,13.0,,,,0.17,,,,,,,,,23,released,TCGA-ER-A19Q-06A-11D-A19C-05
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,1bbef533-eb97-492c-a674-ac5c8b8ac7f2,TCGA-ER-A19Q-06A,8d1a6f64-1ff6-40ad-b234-037528d3e185,TCGA-ER-A19Q-06A-11,78ade276-b762-49c7-b50e-bb82f36fabd2,TCGA-ER-A19Q-06A-11D,e323ffeb-7765-495b-a5e3-03639f5a75e0,2.0,50.0,,,,0.04,false,false,false,false,false,false,false,false,23,released,TCGA-ER-A19Q-06A-11D-A95C-36
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,1bbef533-eb97-492c-a674-ac5c8b8ac7f2,TCGA-ER-A19Q-06A,8d1a6f64-1ff6-40ad-b234-037528d3e185,TCGA-ER-A19Q-06A-11,8e30578a-3611-439c-abb7-53bb4a904036,TCGA-ER-A19Q-06A-11R,28732e92-e7b8-43bf-8c40-0053b54bcc96,2.34,13.0,,,,0.18,,,,,,,,,23,released,TCGA-ER-A19Q-06A-11R-A18U-07
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,1bbef533-eb97-492c-a674-ac5c8b8ac7f2,TCGA-ER-A19Q-06A,8d1a6f64-1ff6-40ad-b234-037528d3e185,TCGA-ER-A19Q-06A-11,8e30578a-3611-439c-abb7-53bb4a904036,TCGA-ER-A19Q-06A-11R,64bef02c-5390-4168-b377-895f881d0bc4,3.6,20.0,,,,0.18,,,,,,,,,23,released,TCGA-ER-A19Q-06A-11R-A18X-13
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,1bbef533-eb97-492c-a674-ac5c8b8ac7f2,TCGA-ER-A19Q-06A,8d1a6f64-1ff6-40ad-b234-037528d3e185,TCGA-ER-A19Q-06A-11,a486804a-0249-4a2c-9a4e-40069c89b063,TCGA-ER-A19Q-06A-11W,5460c605-24d9-4b21-983f-422eb4574a60,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-ER-A19Q-06A-11W-A20H-08
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,9a2863ab-9c6c-4a1c-9405-d18063553dd6,TCGA-ER-A19Q-10A,86d63fd8-0d28-405e-b0b4-69550de645b4,TCGA-ER-A19Q-10A-01,19116a95-5266-4aae-bf13-5bbb76216c18,TCGA-ER-A19Q-10A-01W,ef4e1949-904b-4963-b672-7412de397e78,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-ER-A19Q-10A-01W-A20J-08
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,9a2863ab-9c6c-4a1c-9405-d18063553dd6,TCGA-ER-A19Q-10A,86d63fd8-0d28-405e-b0b4-69550de645b4,TCGA-ER-A19Q-10A-01,47db5387-2270-42d4-9678-b509016b3d3b,TCGA-ER-A19Q-10A-01D,198736e0-b82c-4114-ad68-34eda97c01e7,2.0,50.0,,,,0.04,false,false,false,false,false,false,false,false,23,released,TCGA-ER-A19Q-10A-01D-A95C-36
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,9a2863ab-9c6c-4a1c-9405-d18063553dd6,TCGA-ER-A19Q-10A,86d63fd8-0d28-405e-b0b4-69550de645b4,TCGA-ER-A19Q-10A-01,47db5387-2270-42d4-9678-b509016b3d3b,TCGA-ER-A19Q-10A-01D,25ed7029-c9d0-4b0d-8df9-064b77d89bce,3.2,40.0,,,,0.08,,,,,,,,,23,released,TCGA-ER-A19Q-10A-01D-A199-08
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,9a2863ab-9c6c-4a1c-9405-d18063553dd6,TCGA-ER-A19Q-10A,86d63fd8-0d28-405e-b0b4-69550de645b4,TCGA-ER-A19Q-10A-01,47db5387-2270-42d4-9678-b509016b3d3b,TCGA-ER-A19Q-10A-01D,97955976-6f7e-4890-a478-c205eeea7277,1.5,10.0,,,,0.15,,,,,,,true,,23,released,TCGA-ER-A19Q-10A-01D-A190-02
TCGA-SKCM,391eab51-b140-4bc2-bc8c-99400fba9066,TCGA-ER-A19Q,9a2863ab-9c6c-4a1c-9405-d18063553dd6,TCGA-ER-A19Q-10A,86d63fd8-0d28-405e-b0b4-69550de645b4,TCGA-ER-A19Q-10A-01,47db5387-2270-42d4-9678-b509016b3d3b,TCGA-ER-A19Q-10A-01D,d8adb3e1-55e8-4670-b1b2-b4da907789f8,1.01,6.7,,,,0.15,,,,,,,,,23,released,TCGA-ER-A19Q-10A-01D-A193-01
TCGA-SKCM,c4ed9e22-b5d7-4469-89a8-861a86791c8b,TCGA-D9-A3Z4,110cfd41-b8ce-4276-b442-f8ce61eecae1,TCGA-D9-A3Z4-10A,76f1449a-fd5b-4f7a-ab1d-8cbb905c5535,TCGA-D9-A3Z4-10A-01,0a594767-f0b7-465c-a634-a3e421c92241,TCGA-D9-A3Z4-10A-01W,f60b7cdb-8806-4d16-8205-78e3ae8dea9a,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-D9-A3Z4-10A-01W-A23H-08
