project_project_id,cases_case_id,cases_submitter_id,samples_sample_id,samples_submitter_id,portions_portion_id,portions_submitter_id,analytes_analyte_id,analytes_submitter_id,aliquots_aliquot_id,aliquots_aliquot_quantity,aliquots_aliquot_volume,aliquots_amount,aliquots_analyte_type,aliquots_analyte_type_id,aliquots_concentration,aliquots_no_matched_normal_low_pass_wgs,aliquots_no_matched_normal_targeted_sequencing,aliquots_no_matched_normal_wgs,aliquots_no_matched_normal_wxs,aliquots_selected_normal_low_pass_wgs,aliquots_selected_normal_targeted_sequencing,aliquots_selected_normal_wgs,aliquots_selected_normal_wxs,aliquots_source_center,aliquots_state,aliquots_submitter_id
TCGA-SKCM,0b1f4f52-12ec-44ab-8283-a502bdf48c3a,TCGA-D9-A149,864bd245-ba85-4d30-b44a-6ff29eca10ff,TCGA-D9-A149-06A,78c8560c-1078-40d4-a0a5-619d4d0567c1,TCGA-D9-A149-06A-11,c7cb44be-c495-4bdb-80c1-c741f154d754,TCGA-D9-A149-06A-11D,72d53e68-e33f-457f-9660-acac52689b82,2.21,13.0,,,,0.17,,,,,,,,,23,released,TCGA-D9-A149-06A-11D-A19B-05
TCGA-SKCM,0b1f4f52-12ec-44ab-8283-a502bdf48c3a,TCGA-D9-A149,864bd245-ba85-4d30-b44a-6ff29eca10ff,TCGA-D9-A149-06A,78c8560c-1078-40d4-a0a5-619d4d0567c1,TCGA-D9-A149-06A-11,c7cb44be-c495-4bdb-80c1-c741f154d754,TCGA-D9-A149-06A-11D,9fa448bd-3234-4b4d-918f-0c157c847512,3.2,40.0,,,,0.08,,,,,,,,,23,released,TCGA-D9-A149-06A-11D-A196-08
TCGA-SKCM,0b1f4f52-12ec-44ab-8283-a502bdf48c3a,TCGA-D9-A149,864bd245-ba85-4d30-b44a-6ff29eca10ff,TCGA-D9-A149-06A,78c8560c-1078-40d4-a0a5-619d4d0567c1,TCGA-D9-A149-06A-11,c7cb44be-c495-4bdb-80c1-c741f154d754,TCGA-D9-A149-06A-11D,e4a72423-ccd6-42c2-a4fa-2e2f55b13b9b,1.14,6.7,,,,0.17,,,,,,,,,23,released,TCGA-D9-A149-06A-11D-A194-01
TCGA-SKCM,0b1f4f52-12ec-44ab-8283-a502bdf48c3a,TCGA-D9-A149,864bd245-ba85-4d30-b44a-6ff29eca10ff,TCGA-D9-A149-06A,78c8560c-1078-40d4-a0a5-619d4d0567c1,TCGA-D9-A149-06A-11,ef3b4e80-1875-42d2-af5a-9480d8a410a4,TCGA-D9-A149-06A-11W,752168a3-e972-48b4-bfb0-e086462d0f00,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-D9-A149-06A-11W-A20G-08
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,8f179cf8-7f97-4373-be12-9da06b1e3af1,TCGA-EB-A3XD-01A,85ec83c5-dcc5-456d-8f01-b30d489fc6f6,TCGA-EB-A3XD-01A-22,52af1a5c-32a9-4cc1-8abe-83c5f59f0cf1,TCGA-EB-A3XD-01A-22D,2d3fabde-5dd2-4c53-a62e-6e6a97a42c1c,1.07,6.7,,,,0.16,,,,,,,,,23,released,TCGA-EB-A3XD-01A-22D-A238-01
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,8f179cf8-7f97-4373-be12-9da06b1e3af1,TCGA-EB-A3XD-01A,85ec83c5-dcc5-456d-8f01-b30d489fc6f6,TCGA-EB-A3XD-01A-22,52af1a5c-32a9-4cc1-8abe-83c5f59f0cf1,TCGA-EB-A3XD-01A-22D,7d657fd9-e1e3-4102-b1a6-543d277be378,3.2,40.0,,,,0.08,,,,,,,,,23,released,TCGA-EB-A3XD-01A-22D-A23B-08
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,8f179cf8-7f97-4373-be12-9da06b1e3af1,TCGA-EB-A3XD-01A,85ec83c5-dcc5-456d-8f01-b30d489fc6f6,TCGA-EB-A3XD-01A-22,52af1a5c-32a9-4cc1-8abe-83c5f59f0cf1,TCGA-EB-A3XD-01A-22D,8a653de0-6566-48a1-82cc-655e37302781,2.08,13.0,,,,0.16,,,,,,,,,23,released,TCGA-EB-A3XD-01A-22D-A23D-05
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,8f179cf8-7f97-4373-be12-9da06b1e3af1,TCGA-EB-A3XD-01A,85ec83c5-dcc5-456d-8f01-b30d489fc6f6,TCGA-EB-A3XD-01A-22,52af1a5c-32a9-4cc1-8abe-83c5f59f0cf1,TCGA-EB-A3XD-01A-22D,f0c6b540-64cf-420f-bc6c-d1ae6882d50a,2.24,14.0,,,,0.16,,,,,,,,,23,released,TCGA-EB-A3XD-01A-22D-A815-36
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,8f179cf8-7f97-4373-be12-9da06b1e3af1,TCGA-EB-A3XD-01A,85ec83c5-dcc5-456d-8f01-b30d489fc6f6,TCGA-EB-A3XD-01A-22,f327326d-efe6-444f-9b6e-003c3ad06e82,TCGA-EB-A3XD-01A-22W,cbb974b5-4bcb-41f5-b143-60733ea1b82d,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-EB-A3XD-01A-22W-A23H-08
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,8f179cf8-7f97-4373-be12-9da06b1e3af1,TCGA-EB-A3XD-01A,85ec83c5-dcc5-456d-8f01-b30d489fc6f6,TCGA-EB-A3XD-01A-22,f93e13aa-bf69-4d5b-81c9-4b3d552c3a82,TCGA-EB-A3XD-01A-22R,b045331f-5cb5-4be4-896f-e4c60d5aad8f,1.95,13.0,,,,0.15,,,,,,,,,23,released,TCGA-EB-A3XD-01A-22R-A239-07
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,8f179cf8-7f97-4373-be12-9da06b1e3af1,TCGA-EB-A3XD-01A,85ec83c5-dcc5-456d-8f01-b30d489fc6f6,TCGA-EB-A3XD-01A-22,f93e13aa-bf69-4d5b-81c9-4b3d552c3a82,TCGA-EB-A3XD-01A-22R,b77646b2-de8e-4ecd-9342-7f3fd81a479c,3.0,20.0,,,,0.15,,,,,,,,,23,released,TCGA-EB-A3XD-01A-22R-A23A-13
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,d39ed717-10cb-4bfc-9af0-1417b4f11987,TCGA-EB-A3XD-10A,df2543e1-e4dd-4f69-a3bd-6eae3a84e2a6,TCGA-EB-A3XD-10A-01,98885be3-76c9-4c24-8dcb-8081d402186c,TCGA-EB-A3XD-10A-01W,68f8458d-c889-4f56-b8d9-cd34a6a345c7,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-EB-A3XD-10A-01W-A23H-08
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,d39ed717-10cb-4bfc-9af0-1417b4f11987,TCGA-EB-A3XD-10A,df2543e1-e4dd-4f69-a3bd-6eae3a84e2a6,TCGA-EB-A3XD-10A-01,c5c972de-e06a-426c-b9a5-5cd048e8f915,TCGA-EB-A3XD-10A-01D,24c9dee9-a8bf-4476-a041-0979e173b035,1.96,14.0,,,,0.14,,,,,,,true,,23,released,TCGA-EB-A3XD-10A-01D-A815-36
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,d39ed717-10cb-4bfc-9af0-1417b4f11987,TCGA-EB-A3XD-10A,df2543e1-e4dd-4f69-a3bd-6eae3a84e2a6,TCGA-EB-A3XD-10A-01,c5c972de-e06a-426c-b9a5-5cd048e8f915,TCGA-EB-A3XD-10A-01D,4fb29371-e663-4148-96c4-ca499a6a1862,0.94,6.7,,,,0.14,,,,,,,,,23,released,TCGA-EB-A3XD-10A-01D-A238-01
TCGA-SKCM,6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3,TCGA-EB-A3XD,d39ed717-10cb-4bfc-9af0-1417b4f11987,TCGA-EB-A3XD-10A,df2543e1-e4dd-4f69-a3bd-6eae3a84e2a6,TCGA-EB-A3XD-10A-01,c5c972de-e06a-426c-b9a5-5cd048e8f915,TCGA-EB-A3XD-10A-01D,a23d40b1-745b-4c37-b706-b3758b030ecb,2.8,40.0,,,,0.07,,,,,,,,,23,released,TCGA-EB-A3XD-10A-01D-A23B-08
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,2a5ee782-122e-432b-98e0-0849b6f9a3d9,TCGA-BF-A1PZ-01A,5e64dc14-4056-49c7-814c-bd512d858407,TCGA-BF-A1PZ-01A-11,2a8e3510-0fa4-43f9-9265-88842fc6ca04,TCGA-BF-A1PZ-01A-11W,05dd17c2-31da-41c4-952c-6458579ddc59,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-BF-A1PZ-01A-11W-A20K-08
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,2a5ee782-122e-432b-98e0-0849b6f9a3d9,TCGA-BF-A1PZ-01A,5e64dc14-4056-49c7-814c-bd512d858407,TCGA-BF-A1PZ-01A-11,32375569-bcb8-4b80-a0e1-12df2c8ea633,TCGA-BF-A1PZ-01A-11R,27bf4227-d8a9-4048-af7e-01c6d5d0e777,2.21,13.0,,,,0.17,,,,,,,,,23,released,TCGA-BF-A1PZ-01A-11R-A18S-07
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,2a5ee782-122e-432b-98e0-0849b6f9a3d9,TCGA-BF-A1PZ-01A,5e64dc14-4056-49c7-814c-bd512d858407,TCGA-BF-A1PZ-01A-11,32375569-bcb8-4b80-a0e1-12df2c8ea633,TCGA-BF-A1PZ-01A-11R,b5bc23d4-84eb-49cd-8f7b-d5f282d42201,3.4,20.0,,,,0.17,,,,,,,,,23,released,TCGA-BF-A1PZ-01A-11R-A18V-13
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,e4831a1b-fcf4-4249-af6f-b851a021a4de,TCGA-BF-A1PZ-10A,de5e9541-dbfd-41eb-b306-cd26ee7db545,TCGA-BF-A1PZ-10A-01,14b02586-cdd2-4698-9f43-2497248a032c,TCGA-BF-A1PZ-10A-01D,3214bf0e-f68a-4cc0-9727-afe3bde00e89,1.14,6.7,,,,0.17,,,,,,,,,23,released,TCGA-BF-A1PZ-10A-01D-A192-01
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,e4831a1b-fcf4-4249-af6f-b851a021a4de,TCGA-BF-A1PZ-10A,de5e9541-dbfd-41eb-b306-cd26ee7db545,TCGA-BF-A1PZ-10A-01,14b02586-cdd2-4698-9f43-2497248a032c,TCGA-BF-A1PZ-10A-01D,6dd6441f-8e40-4558-adbb-7e569fcc4fea,2.38,14.0,,,,0.17,,,,,,,true,,23,released,TCGA-BF-A1PZ-10A-01D-A815-36
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,e4831a1b-fcf4-4249-af6f-b851a021a4de,TCGA-BF-A1PZ-10A,de5e9541-dbfd-41eb-b306-cd26ee7db545,TCGA-BF-A1PZ-10A-01,14b02586-cdd2-4698-9f43-2497248a032c,TCGA-BF-A1PZ-10A-01D,a8458b1d-3040-455b-ae7a-b1ac22b9f2b6,3.6,40.0,,,,0.09,,,,,,,,,23,released,TCGA-BF-A1PZ-10A-01D-A19A-08
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,e4831a1b-fcf4-4249-af6f-b851a021a4de,TCGA-BF-A1PZ-10A,de5e9541-dbfd-41eb-b306-cd26ee7db545,TCGA-BF-A1PZ-10A-01,14b02586-cdd2-4698-9f43-2497248a032c,TCGA-BF-A1PZ-10A-01D,d10573d8-10b1-4b7b-b4de-e3946c95e9b0,1.7,10.0,,,,0.17,,,,,,,,,23,released,TCGA-BF-A1PZ-10A-01D-A18Z-02
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,e4831a1b-fcf4-4249-af6f-b851a021a4de,TCGA-BF-A1PZ-10A,de5e9541-dbfd-41eb-b306-cd26ee7db545,TCGA-BF-A1PZ-10A-01,606c11bb-08ee-449d-8336-b68147293d74,TCGA-BF-A1PZ-10A-01W,a3731424-c2dd-4430-9d4c-055f4f63c2d3,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-BF-A1PZ-10A-01W-A20K-08
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,2a5ee782-122e-432b-98e0-0849b6f9a3d9,TCGA-BF-A1PZ-01A,5e64dc14-4056-49c7-814c-bd512d858407,TCGA-BF-A1PZ-01A-11,2dd14a9e-5115-462a-abda-a7157389166e,TCGA-BF-A1PZ-01A-11D,25d65d8b-ed75-47d6-b7f6-95cf26ccbe06,1.8,10.0,,,,0.18,,,,,,,,,23,released,TCGA-BF-A1PZ-01A-11D-A18Z-02
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,2a5ee782-122e-432b-98e0-0849b6f9a3d9,TCGA-BF-A1PZ-01A,5e64dc14-4056-49c7-814c-bd512d858407,TCGA-BF-A1PZ-01A-11,2dd14a9e-5115-462a-abda-a7157389166e,TCGA-BF-A1PZ-01A-11D,54efd0d1-3681-443b-872d-45391ecbe911,1.21,6.7,,,,0.18,,,,,,,,,23,released,TCGA-BF-A1PZ-01A-11D-A192-01
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,2a5ee782-122e-432b-98e0-0849b6f9a3d9,TCGA-BF-A1PZ-01A,5e64dc14-4056-49c7-814c-bd512d858407,TCGA-BF-A1PZ-01A-11,2dd14a9e-5115-462a-abda-a7157389166e,TCGA-BF-A1PZ-01A-11D,6ef799ed-a9fa-4328-95d3-265699e16339,3.6,40.0,,,,0.09,,,,,,,,,23,released,TCGA-BF-A1PZ-01A-11D-A19A-08
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,2a5ee782-122e-432b-98e0-0849b6f9a3d9,TCGA-BF-A1PZ-01A,5e64dc14-4056-49c7-814c-bd512d858407,TCGA-BF-A1PZ-01A-11,2dd14a9e-5115-462a-abda-a7157389166e,TCGA-BF-A1PZ-01A-11D,b9fb167f-c7d7-43a0-abf4-171a6ef703ae,2.34,13.0,,,,0.18,,,,,,,,,23,released,TCGA-BF-A1PZ-01A-11D-A19D-05
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,2a5ee782-122e-432b-98e0-0849b6f9a3d9,TCGA-BF-A1PZ-01A,5e64dc14-4056-49c7-814c-bd512d858407,TCGA-BF-A1PZ-01A-11,2dd14a9e-5115-462a-abda-a7157389166e,TCGA-BF-A1PZ-01A-11D,d41ab6b1-3208-4640-a15a-567457ac5634,1.21,13.4,,,,0.09,,,,,,,,,23,released,TCGA-BF-A1PZ-01A-11D-A38R-08
TCGA-SKCM,455f982c-a067-46ac-bf89-3e535d0ffca0,TCGA-BF-A1PZ,2a5ee782-122e-432b-98e0-0849b6f9a3d9,TCGA-BF-A1PZ-01A,5e64dc14-4056-49c7-814c-bd512d858407,TCGA-BF-A1PZ-01A-11,2dd14a9e-5115-462a-abda-a7157389166e,TCGA-BF-A1PZ-01A-11D,e452bb23-83b0-4e0f-bb2d-6ddb1562b223,2.52,14.0,,,,0.18,,,,,,,,,23,released,TCGA-BF-A1PZ-01A-11D-A815-36
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,421bb30d-e51f-4669-8021-a08134187cac,TCGA-EB-A6QZ-10A,8f929364-5895-48f1-a716-3e8a36a819f1,TCGA-EB-A6QZ-10A-01,fb164189-ec37-4ba7-adfa-a96d5ea77e15,TCGA-EB-A6QZ-10A-01D,184c8d97-2f4c-4051-9768-39b34aecca18,2.24,14.0,,,,0.16,,,,,,,true,,23,released,TCGA-EB-A6QZ-10A-01D-A816-36
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,95f37d84-88da-4212-9e9f-b44b99d896f0,TCGA-EB-A6QZ-10B,5b4049a0-032a-43c5-9128-1bd2b60df626,TCGA-EB-A6QZ-10B-01,a5094f38-8c0c-41e0-97b7-0c2a03aa7e92,TCGA-EB-A6QZ-10B-01W,bf564f71-61b9-425c-b6ae-680cc42d46d2,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-EB-A6QZ-10B-01W-A35W-08
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,95f37d84-88da-4212-9e9f-b44b99d896f0,TCGA-EB-A6QZ-10B,5b4049a0-032a-43c5-9128-1bd2b60df626,TCGA-EB-A6QZ-10B-01,c1533918-5155-4e17-9521-07e63e20c4a5,TCGA-EB-A6QZ-10B-01D,b9791009-29e6-4baf-aa06-82d79b7e3ca4,2.8,40.0,,,,0.07,,,,,,,,,23,released,TCGA-EB-A6QZ-10B-01D-A32N-08
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,95f37d84-88da-4212-9e9f-b44b99d896f0,TCGA-EB-A6QZ-10B,5b4049a0-032a-43c5-9128-1bd2b60df626,TCGA-EB-A6QZ-10B-01,c1533918-5155-4e17-9521-07e63e20c4a5,TCGA-EB-A6QZ-10B-01D,e8c33c3c-96a7-4c18-a167-e7f8d9e60a32,1.01,6.7,,,,0.15,,,,,,,,,23,released,TCGA-EB-A6QZ-10B-01D-A32M-01
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,b6656782-8286-4da5-9bb0-0c2f4b2001d0,TCGA-EB-A6QZ-01A,3ccf15ae-23e4-48a8-bbdb-877ee554177e,TCGA-EB-A6QZ-01A-12,07ae301a-5343-4ccc-a899-8a56c4f0707f,TCGA-EB-A6QZ-01A-12R,90acf286-18d7-40ff-ac1a-d56e0ced5c89,2.08,13.0,,,,0.16,,,,,,,,,23,released,TCGA-EB-A6QZ-01A-12R-A32P-07
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,b6656782-8286-4da5-9bb0-0c2f4b2001d0,TCGA-EB-A6QZ-01A,3ccf15ae-23e4-48a8-bbdb-877ee554177e,TCGA-EB-A6QZ-01A-12,07ae301a-5343-4ccc-a899-8a56c4f0707f,TCGA-EB-A6QZ-01A-12R,9ee65675-8c78-46cc-8ede-c0ff5450aea2,2.08,13.0,,,,0.16,,,,,,,,,23,released,TCGA-EB-A6QZ-01A-12R-A360-13
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,b6656782-8286-4da5-9bb0-0c2f4b2001d0,TCGA-EB-A6QZ-01A,3ccf15ae-23e4-48a8-bbdb-877ee554177e,TCGA-EB-A6QZ-01A-12,07ae301a-5343-4ccc-a899-8a56c4f0707f,TCGA-EB-A6QZ-01A-12R,baf16535-d5a8-424c-9217-29ff63389e56,3.2,20.0,,,,0.16,,,,,,,,,23,released,TCGA-EB-A6QZ-01A-12R-A32K-13
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,b6656782-8286-4da5-9bb0-0c2f4b2001d0,TCGA-EB-A6QZ-01A,3ccf15ae-23e4-48a8-bbdb-877ee554177e,TCGA-EB-A6QZ-01A-12,286ae8b5-e61d-403f-b962-72fa72b640c2,TCGA-EB-A6QZ-01A-12D,21b8ac21-0ca8-43d0-a254-cefae126d83e,2.24,14.0,,,,0.16,,,,,,,,,23,released,TCGA-EB-A6QZ-01A-12D-A816-36
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,b6656782-8286-4da5-9bb0-0c2f4b2001d0,TCGA-EB-A6QZ-01A,3ccf15ae-23e4-48a8-bbdb-877ee554177e,TCGA-EB-A6QZ-01A-12,286ae8b5-e61d-403f-b962-72fa72b640c2,TCGA-EB-A6QZ-01A-12D,29ddf94b-7480-4c83-ab28-dc7202e91c05,3.2,40.0,,,,0.08,,,,,,,,,23,released,TCGA-EB-A6QZ-01A-12D-A32N-08
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,b6656782-8286-4da5-9bb0-0c2f4b2001d0,TCGA-EB-A6QZ-01A,3ccf15ae-23e4-48a8-bbdb-877ee554177e,TCGA-EB-A6QZ-01A-12,286ae8b5-e61d-403f-b962-72fa72b640c2,TCGA-EB-A6QZ-01A-12D,30eac8f9-4b10-4d85-a1b9-8fb9c9a2b4c0,1.07,6.7,,,,0.16,,,,,,,,,23,released,TCGA-EB-A6QZ-01A-12D-A32M-01
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,b6656782-8286-4da5-9bb0-0c2f4b2001d0,TCGA-EB-A6QZ-01A,3ccf15ae-23e4-48a8-bbdb-877ee554177e,TCGA-EB-A6QZ-01A-12,286ae8b5-e61d-403f-b962-72fa72b640c2,TCGA-EB-A6QZ-01A-12D,e4ab8084-9d08-480d-bf4c-04dc826a04a9,2.08,13.0,,,,0.16,,,,,,,,,23,released,TCGA-EB-A6QZ-01A-12D-A32S-05
TCGA-SKCM,800f3039-97e0-441e-8292-4ccf1bb4797a,TCGA-EB-A6QZ,b6656782-8286-4da5-9bb0-0c2f4b2001d0,TCGA-EB-A6QZ-01A,3ccf15ae-23e4-48a8-bbdb-877ee554177e,TCGA-EB-A6QZ-01A-12,295eee0c-9654-4fbd-b67f-729e62ee49bc,TCGA-EB-A6QZ-01A-12W,4343c789-752f-4134-932e-8ba0b4c9ba79,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-EB-A6QZ-01A-12W-A35W-08
TCGA-SKCM,50dc9c63-c491-4afc-ab12-74b40eba58b6,TCGA-EB-A85I,86050c8e-6be8-43e1-9b5d-1d876ef543ba,TCGA-EB-A85I-10B,30772bcd-6dcf-4c8a-beb9-e72776463b56,TCGA-EB-A85I-10B-01,82938a46-5acf-4436-b0d0-acf53952145d,TCGA-EB-A85I-10B-01D,1731d90a-9029-43d2-8b53-8e00d6e6f0a5,2.1,14.0,,,,0.15,,,,,,,true,,23,released,TCGA-EB-A85I-10B-01D-A816-36
TCGA-SKCM,e2271488-1a7d-4733-a1ea-38bbaeb97b4c,TCGA-DA-A1I5,378abe14-b9fb-4d03-9287-7eca9c0b8368,TCGA-DA-A1I5-06A,b90284a9-dce4-4ab9-93ea-4576788cfd53,TCGA-DA-A1I5-06A-11,8472ad96-d1c1-4a58-bc83-2029dc6ba8e9,TCGA-DA-A1I5-06A-11D,21b8363b-b36f-42c6-a9f7-f103c1355869,3.2,40.0,,,,0.08,,,,,,,,,23,released,TCGA-DA-A1I5-06A-11D-A197-08
TCGA-SKCM,e2271488-1a7d-4733-a1ea-38bbaeb97b4c,TCGA-DA-A1I5,378abe14-b9fb-4d03-9287-7eca9c0b8368,TCGA-DA-A1I5-06A,b90284a9-dce4-4ab9-93ea-4576788cfd53,TCGA-DA-A1I5-06A-11,8472ad96-d1c1-4a58-bc83-2029dc6ba8e9,TCGA-DA-A1I5-06A-11D,39ac63e6-f331-4a03-99a3-d1e6cbceddaa,2.0,50.0,,,,0.04,false,false,false,false,false,false,false,false,23,released,TCGA-DA-A1I5-06A-11D-A959-36
TCGA-SKCM,e2271488-1a7d-4733-a1ea-38bbaeb97b4c,TCGA-DA-A1I5,378abe14-b9fb-4d03-9287-7eca9c0b8368,TCGA-DA-A1I5-06A,b90284a9-dce4-4ab9-93ea-4576788cfd53,TCGA-DA-A1I5-06A-11,8472ad96-d1c1-4a58-bc83-2029dc6ba8e9,TCGA-DA-A1I5-06A-11D,73ca3e70-5335-45fd-9795-96a6462e5523,1.07,6.7,,,,0.16,,,,,,,,,23,released,TCGA-DA-A1I5-06A-11D-A191-01
TCGA-SKCM,e2271488-1a7d-4733-a1ea-38bbaeb97b4c,TCGA-DA-A1I5,378abe14-b9fb-4d03-9287-7eca9c0b8368,TCGA-DA-A1I5-06A,b90284a9-dce4-4ab9-93ea-4576788cfd53,TCGA-DA-A1I5-06A-11,8472ad96-d1c1-4a58-bc83-2029dc6ba8e9,TCGA-DA-A1I5-06A-11D,dc6d9fec-2748-4957-9906-20c982bd148e,2.08,13.0,,,,0.16,,,,,,,,,23,released,TCGA-DA-A1I5-06A-11D-A19C-05
TCGA-SKCM,e2271488-1a7d-4733-a1ea-38bbaeb97b4c,TCGA-DA-A1I5,378abe14-b9fb-4d03-9287-7eca9c0b8368,TCGA-DA-A1I5-06A,b90284a9-dce4-4ab9-93ea-4576788cfd53,TCGA-DA-A1I5-06A-11,8472ad96-d1c1-4a58-bc83-2029dc6ba8e9,TCGA-DA-A1I5-06A-11D,f8fa24d5-db63-4545-bcdd-55b50e01bc3e,1.6,10.0,,,,0.16,,,,,,,,,23,released,TCGA-DA-A1I5-06A-11D-A18Y-02
TCGA-SKCM,50dc9c63-c491-4afc-ab12-74b40eba58b6,TCGA-EB-A85I,c2894e4f-ed6c-42bd-9e49-31b08e046213,TCGA-EB-A85I-01A,62581444-13f0-45b3-88ae-d58167fa2755,TCGA-EB-A85I-01A-11,7d7058cc-c7a0-42a8-9e13-9139e8489780,TCGA-EB-A85I-01A-11D,cd53328a-1fde-47ed-a30f-8b179a20b2c6,2.08,13.0,,,,0.16,,,,,,,,,23,released,TCGA-EB-A85I-01A-11D-A34V-05
TCGA-SKCM,50dc9c63-c491-4afc-ab12-74b40eba58b6,TCGA-EB-A85I,c2894e4f-ed6c-42bd-9e49-31b08e046213,TCGA-EB-A85I-01A,62581444-13f0-45b3-88ae-d58167fa2755,TCGA-EB-A85I-01A-11,c5535023-1368-48bc-8290-dd2226638c84,TCGA-EB-A85I-01A-11W,d32a2a48-3d9a-4165-82a3-79d639db8abc,40.0,80.0,,,,0.5,,,,,,,,,23,released,TCGA-EB-A85I-01A-11W-A43V-08
TCGA-SKCM,e2271488-1a7d-4733-a1ea-38bbaeb97b4c,TCGA-DA-A1I5,378abe14-b9fb-4d03-9287-7eca9c0b8368,TCGA-DA-A1I5-06A,b90284a9-dce4-4ab9-93ea-4576788cfd53,TCGA-DA-A1I5-06A-11,bb5c441f-0d77-40d2-a578-30d3a7adbf9d,TCGA-DA-A1I5-06A-11R,3f0291d7-ca1f-4464-8710-156e46058739,3.6,20.0,,,,0.18,,,,,,,,,23,released,TCGA-DA-A1I5-06A-11R-A18W-13
TCGA-SKCM,e2271488-1a7d-4733-a1ea-38bbaeb97b4c,TCGA-DA-A1I5,378abe14-b9fb-4d03-9287-7eca9c0b8368,TCGA-DA-A1I5-06A,b90284a9-dce4-4ab9-93ea-4576788cfd53,TCGA-DA-A1I5-06A-11,bb5c441f-0d77-40d2-a578-30d3a7adbf9d,TCGA-DA-A1I5-06A-11R,641b06e6-a787-4ad1-9bfa-ea27eb675829,2.34,13.0,,,,0.18,,,,,,,,,23,released,TCGA-DA-A1I5-06A-11R-A18T-07
